DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
202014130,09/01/2020 12:00:00 AM,09/01/2020 12:00:00 AM,2213,20,Olympic,2091,1,110,CRIMINAL HOMICIDE,1402 0334 0411 0913 1202 1218 2004,62,M,H,108.0,PARKING LOT,205.0,KITCHEN KNIFE,AA,Adult Arrest,110.0,998.0,,,2000 S  WESTERN                      AV,,34.0375,-118.3091
211004039,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,1938,10,West Valley,1003,1,110,CRIMINAL HOMICIDE,1402 0430 1100 0302 1822,33,M,H,101.0,STREET,107.0,OTHER FIREARM,IC,Invest Cont,110.0,998.0,,,STRATHERN                    ST,WILBUR                       AV,34.2148,-118.5404
201704958,01/25/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1047,17,Devonshire,1762,1,110,CRIMINAL HOMICIDE,1402 1100 1309 0430 0913 1816 1820 0906,18,M,O,418.0,,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,9800    DE SOTO                      AV,,34.2482,-118.5886
201821766,12/07/2020 12:00:00 AM,12/07/2020 12:00:00 AM,1803,18,Southeast,1862,1,110,CRIMINAL HOMICIDE,1100 1402 1822 0906 0334 0430 1300 1309 1313,25,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,100 E  120TH                        ST,,33.9237,-118.2739
201815069,08/04/2020 12:00:00 AM,08/04/2020 12:00:00 AM,1909,18,Southeast,1826,1,110,CRIMINAL HOMICIDE,0210 0430 1100 1402 1407 0337 1822 1309 1233,22,M,H,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,10200    COMPTON                      AV,,33.9437,-118.2462
201915602,10/12/2020 12:00:00 AM,10/12/2020 12:00:00 AM,2350,19,Mission,1972,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1270 1805 0913 1402,36,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,8900    BURNET                       AV,,34.2319,-118.4633
202004956,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1458,20,Olympic,2026,1,110,CRIMINAL HOMICIDE,1309 0400 0913 2000 1241 1821 1402 0408 0350,48,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,998.0,,,400 S  BERENDO                      ST,,34.0674,-118.2941
200208262,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,545,2,Rampart,201,1,110,CRIMINAL HOMICIDE,0334 0432 1402 0411 2047 0361 0913,51,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",203.0,DIRK/DAGGER,AA,Adult Arrest,110.0,998.0,,,800 N  MARIPOSA                     AV,,34.0853,-118.299
200409822,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,2110,4,Hollenbeck,407,1,110,CRIMINAL HOMICIDE,0906 1100 0430 1822 1407 1402,38,M,H,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,3800    MONTEREY                     RD,,34.0907,-118.188
200119577,10/17/2020 12:00:00 AM,10/16/2020 12:00:00 AM,2323,1,Central,152,1,110,CRIMINAL HOMICIDE,0411 1822 0910 2048 2004,54,M,W,903.0,MTA - RED LINE - 7TH AND METRO CENTER,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110.0,,,,800 W  7TH                          ST,,34.0491,-118.2558
201508887,04/18/2020 12:00:00 AM,04/17/2020 12:00:00 AM,2300,15,N Hollywood,1585,1,110,CRIMINAL HOMICIDE,0913 1810 1407 1402 1419 1414 0395 1100 1202 0430,67,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",104.0,SHOTGUN,AO,Adult Other,110.0,,,,11000    AQUA VISTA                   ST,,34.145,-118.3706
202008325,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,1800,20,Olympic,2058,1,110,CRIMINAL HOMICIDE,0913 1402 0411 0416 0906 1218 1409 0907 2004,20,M,H,158.0,TRANSIENT ENCAMPMENT,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,998.0,,,900 S  CARONDELET                   ST,,34.0537,-118.2878
201223575,10/29/2020 12:00:00 AM,10/29/2020 12:00:00 AM,1930,12,77th Street,1267,1,110,CRIMINAL HOMICIDE,1822 1100 0430 1402,21,F,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,800 W  84TH                         ST,,33.9624,-118.2907
201410999,05/16/2020 12:00:00 AM,05/16/2020 12:00:00 AM,2050,14,Pacific,1412,1,110,CRIMINAL HOMICIDE,1402 2004 0345 0411 0416 1218 1822 0117 1223,57,M,W,116.0,OTHER/OUTSIDE,218.0,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,110.0,998.0,,,1200    OCEAN FRONT                  WK,,33.9933,-118.4765
200311365,05/15/2020 12:00:00 AM,05/14/2020 12:00:00 AM,1900,3,Southwest,354,1,110,CRIMINAL HOMICIDE,2000 1402 0411 0309 0913 1814,56,F,H,101.0,STREET,207.0,OTHER KNIFE,AO,Adult Other,110.0,,,,2600    EXPOSITION                   PL,,34.0196,-118.3237
201114456,10/08/2020 12:00:00 AM,10/08/2020 12:00:00 AM,1555,11,Northeast,1145,1,110,CRIMINAL HOMICIDE,1822 0906 1100 0430 1218 1402 0342 1300 0416,50,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,2500    RIVERSIDE                    DR,,34.106,-118.2565
202005886,02/09/2020 12:00:00 AM,02/08/2020 12:00:00 AM,440,20,Olympic,2021,1,110,CRIMINAL HOMICIDE,0913 0321 1100 0907 0342 0430 1402 1414 0344,50,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",107.0,OTHER FIREARM,AA,Adult Arrest,110.0,210.0,998.0,,4100    WILSHIRE                     BL,,34.0653,-118.3183
201200624,04/05/2020 12:00:00 AM,04/05/2020 12:00:00 AM,1610,12,77th Street,1273,1,110,CRIMINAL HOMICIDE,1402 1407 1100 1310 1309 0342 0309 0906 0430 1822,55,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,8900 S  HOBART                       BL,,33.9563,-118.3079
200210196,05/15/2020 12:00:00 AM,05/14/2020 12:00:00 AM,2218,2,Rampart,285,1,110,CRIMINAL HOMICIDE,1822 1206 0411 1402,39,M,H,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,110.0,998.0,,,1800 W  PICO                         BL,,34.0472,-118.2782
202015911,10/14/2020 12:00:00 AM,10/14/2020 12:00:00 AM,2329,20,Olympic,2042,1,110,CRIMINAL HOMICIDE,0395 1814 0334 0430 0913 1100 2000,34,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110.0,,,,900 S  WILTON                       PL,,34.0555,-118.3143
200101038,10/02/2020 12:00:00 AM,10/02/2020 12:00:00 AM,2110,1,Central,182,1,110,CRIMINAL HOMICIDE,1419 1309 1313 1822 0416 0429 0411,21,M,H,103.0,ALLEY,218.0,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,110.0,998.0,,,1200 S  OLIVE                        ST,,34.0383,-118.2633
201511481,06/18/2020 12:00:00 AM,06/18/2020 12:00:00 AM,2257,15,N Hollywood,1591,1,110,CRIMINAL HOMICIDE,1100 0430 1309 1822 0906,50,M,O,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,110.0,,,,4000    LAUREL CANYON                BL,,34.1325,-118.3974
201311885,06/06/2020 12:00:00 AM,06/05/2020 12:00:00 AM,2030,13,Newton,1362,1,110,CRIMINAL HOMICIDE,1100 0430 1407 1300 0906 1402 1822 0852,38,M,B,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,51ST                         ST,AVALON                       BL,33.9966,-118.2652
200214343,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1720,2,Rampart,215,1,110,CRIMINAL HOMICIDE,1402 1100 1822 0906 0430 0907,22,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,CORONADO                     ST,PLATA                        ST,34.0733,-118.2728
200119594,10/17/2020 12:00:00 AM,10/17/2020 12:00:00 AM,550,1,Central,192,1,110,CRIMINAL HOMICIDE,2004 1218 0913 1402,59,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,1300 S  OLIVE                        ST,,34.0374,-118.2636
200506402,02/26/2020 12:00:00 AM,02/26/2020 12:00:00 AM,125,5,Harbor,555,1,110,CRIMINAL HOMICIDE,0913 1820 1100 0430 1407 1206 2002 0334 0302,23,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,200 N  CABRILLO                     AV,,33.7447,-118.2945
201916252,10/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,2345,19,Mission,1913,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402,22,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,POLK,GLENOAKS,34.3076,-118.4497
201221766,11/24/2020 12:00:00 AM,11/24/2020 12:00:00 AM,1218,12,77th Street,1207,1,110,CRIMINAL HOMICIDE,1822 0334 0430 0906,79,F,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,47TH,HOOVER,34.0006,-118.2871
201614824,11/17/2020 12:00:00 AM,11/17/2020 12:00:00 AM,356,16,Foothill,1622,1,110,CRIMINAL HOMICIDE,0906 1270 0430 1100 1402,36,M,H,103.0,ALLEY,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,VAN NUYS                     BL,EL DORADO                    AV,34.2649,-118.4238
201606157,02/22/2020 12:00:00 AM,02/22/2020 12:00:00 AM,20,16,Foothill,1653,1,110,CRIMINAL HOMICIDE,0400 1501 1100 0430 1402 1409 1822,27,M,H,121.0,YARD (RESIDENTIAL/BUSINESS),106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,12700    MONTAGUE                     ST,,34.2487,-118.4098
201225074,11/24/2020 12:00:00 AM,11/24/2020 12:00:00 AM,100,12,77th Street,1256,1,110,CRIMINAL HOMICIDE,1822 1100 0430 0906,37,M,B,104.0,DRIVEWAY,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,300 W  74TH                         ST,,33.9727,-118.2783
200413365,10/02/2020 12:00:00 AM,10/01/2020 12:00:00 AM,2200,4,Hollenbeck,404,1,110,CRIMINAL HOMICIDE,1402 1100 0430 1822 0906 0305,37,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,6700    MARMION                      WY,,34.1106,-118.1794
201200640,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,2245,12,77th Street,1256,1,110,CRIMINAL HOMICIDE,0906 1100 0430 1822 1266,55,M,B,202.0,LIQUOR STORE,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,7200 S  BROADWAY,,33.9727,-118.285
200813362,08/26/2020 12:00:00 AM,08/26/2020 12:00:00 AM,230,8,West LA,808,1,110,CRIMINAL HOMICIDE,1402 0942 0430 0906 1100 1822 0202 0371 1270 2037,44,M,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,2200    SAN YSIDRO                   DR,,34.1114,-118.4245
201811534,05/22/2020 12:00:00 AM,05/22/2020 12:00:00 AM,940,18,Southeast,1849,1,110,CRIMINAL HOMICIDE,0309 0906 1822 1402 1407 1300 1309 1100 0430,49,M,B,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,2200 E  111TH                        ST,,33.9345,-118.2329
201515888,10/04/2020 12:00:00 AM,10/03/2020 12:00:00 AM,2230,15,N Hollywood,1555,1,110,CRIMINAL HOMICIDE,1100 1218 1822 0430 1407 1414 0906,27,M,W,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,11300    MAGNOLIA                     BL,,34.1649,-118.378
200908117,04/03/2020 12:00:00 AM,04/02/2020 12:00:00 AM,2330,9,Van Nuys,952,1,110,CRIMINAL HOMICIDE,0411 1218 2004 1414 0913 1402,35,M,B,102.0,SIDEWALK,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110.0,998.0,,,15200    BURBANK                      BL,,34.1721,-118.4642
202008323,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,1956,20,Olympic,2004,1,110,CRIMINAL HOMICIDE,0913 0216 0305 0334 1100 1300 1309 1310 1402 0430,24,M,H,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,4400    BEVERLY                      BL,,34.0799,-118.3068
201321296,12/15/2020 12:00:00 AM,12/15/2020 12:00:00 AM,2346,13,Newton,1307,1,110,CRIMINAL HOMICIDE,0430 1822 1407 1402,54,M,B,503.0,HOTEL,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,1000 E  7TH                          ST,,34.0387,-118.2439
200607233,03/01/2020 12:00:00 AM,03/01/2020 12:00:00 AM,2200,6,Hollywood,645,1,110,CRIMINAL HOMICIDE,1100 0399 1310 1402 0430 1309 0907 1411 1407 1822,31,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110.0,998.0,,,1700 N  HIGHLAND                     AV,,34.1006,-118.3417
202010406,05/31/2020 12:00:00 AM,05/31/2020 12:00:00 AM,2125,20,Olympic,2001,1,110,CRIMINAL HOMICIDE,0445 2003 0429 1407 1202 0913 0361 0411 1402,85,F,H,119.0,"PORCH, RESIDENTIAL",216.0,SCISSORS,AA,Adult Arrest,110.0,998.0,,,600 N  WILTON                       PL,,34.0799,-118.3181
201221614,10/24/2020 12:00:00 AM,09/26/2020 12:00:00 AM,330,12,77th Street,1211,1,110,CRIMINAL HOMICIDE,0913,0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110.0,,,,2700 W  54TH                         ST,,33.9932,-118.3231
201013399,09/24/2020 12:00:00 AM,09/24/2020 12:00:00 AM,1630,10,West Valley,1079,1,110,CRIMINAL HOMICIDE,0446 0416 0411 0913 1202 1402,70,M,H,710.0,OTHER PREMISE,205.0,KITCHEN KNIFE,AA,Adult Arrest,110.0,,,,15400 W  VENTURA                      BL,,34.1599,-118.4766
200516693,11/15/2020 12:00:00 AM,11/15/2020 12:00:00 AM,1125,5,Harbor,532,1,110,CRIMINAL HOMICIDE,1407 1402 1822 0906 1309 0430 1100,24,F,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,1100 N  NEPTUNE                      AV,,33.7846,-118.2692
201815858,08/19/2020 12:00:00 AM,08/19/2020 12:00:00 AM,450,18,Southeast,1864,1,110,CRIMINAL HOMICIDE,1100 0430 1822 1402 1407,43,M,B,103.0,ALLEY,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,120TH                        ST,CENTRAL                      AV,33.9237,-118.2544
201813330,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,811,18,Southeast,1826,1,110,CRIMINAL HOMICIDE,0556 0395 1258 0430 0913 1501,6,F,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,110.0,,,,9200    SUCCESS                      AV,,33.95,-118.249
200120491,11/03/2020 12:00:00 AM,11/03/2020 12:00:00 AM,930,1,Central,163,1,110,CRIMINAL HOMICIDE,1822 0411 0917,61,M,W,201.0,JEWELRY STORE,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110.0,,,,700 S  BROADWAY,,34.0444,-118.2541
200912665,07/23/2020 12:00:00 AM,07/22/2020 12:00:00 AM,2245,9,Van Nuys,914,1,110,CRIMINAL HOMICIDE,0411 1817 1414 0913 1402,51,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207.0,OTHER KNIFE,AA,Adult Arrest,110.0,998.0,,,15000    VANOWEN                      ST,,34.1976,-118.4574
201814915,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,1755,18,Southeast,1841,1,110,CRIMINAL HOMICIDE,1100 1402 1407 0430 1822 1309 1313 0906,43,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,210.0,998.0,,800 W  104TH                        PL,,33.9415,-118.2911
201818045,09/30/2020 12:00:00 AM,09/30/2020 12:00:00 AM,1523,18,Southeast,1803,1,110,CRIMINAL HOMICIDE,1100 0430 1300 1310 1240 1822 0906,19,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,8800 S  SAN PEDRO                    ST,,33.9565,-118.2695
200304778,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1858,3,Southwest,375,1,110,CRIMINAL HOMICIDE,1100 1309 0430 0919 0906 1822,23,M,O,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,1700    EXPOSITION                   BL,,34.0183,-118.311
201807733,03/05/2020 12:00:00 AM,03/05/2020 12:00:00 AM,2326,18,Southeast,1831,1,110,CRIMINAL HOMICIDE,0913 0906 1817 1402 1407 0430 1100,39,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,110.0,,,,500 W  127TH                        ST,,33.9176,-118.2828
201226408,12/14/2020 12:00:00 AM,12/14/2020 12:00:00 AM,1900,12,77th Street,1232,1,110,CRIMINAL HOMICIDE,0906 1100 1822 0430 1310 1407,26,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,58TH                         PL,CRENSHAW                     BL,33.9881,-118.3309
200509362,05/12/2020 12:00:00 AM,05/12/2020 12:00:00 AM,430,5,Harbor,515,1,110,CRIMINAL HOMICIDE,0334 0302 0907 0430 1100 1402 0209 0206 0913,45,M,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,1500    ISLAND                       AV,,33.7931,-118.2671
200500725,07/18/2020 12:00:00 AM,07/18/2020 12:00:00 AM,20,5,Harbor,528,1,110,CRIMINAL HOMICIDE,1407 1402 1822 0906 1100 0430,31,M,B,157.0,"VEHICLE STORAGE LOT (CARS, TRUCKS, RV'S, BOATS, TRAILERS, ETC.)",102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,1000    MCFARLAND                    AV,,33.7833,-118.2528
201317145,09/17/2020 12:00:00 AM,09/17/2020 12:00:00 AM,2115,13,Newton,1372,1,110,CRIMINAL HOMICIDE,1100 0430 1822,32,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,100 E  53RD                         ST,,33.9942,-118.274
201314414,07/24/2020 12:00:00 AM,07/23/2020 12:00:00 AM,1925,13,Newton,1321,1,110,CRIMINAL HOMICIDE,1822 1100 0430,28,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,2500 S  HILL                         ST,,34.0258,-118.2708
200513398,08/26/2020 12:00:00 AM,08/26/2020 12:00:00 AM,15,5,Harbor,507,1,110,CRIMINAL HOMICIDE,1817 1419 0430 1100 1402 0906 0913,40,M,B,707.0,GARAGE/CARPORT,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,1500    PLAZA DEL AMO,,33.8214,-118.3037
201321408,12/18/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1000,13,Newton,1343,1,110,CRIMINAL HOMICIDE,0411 1810 0913 1402,78,M,H,501.0,SINGLE FAMILY DWELLING,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,998.0,,,600 E  37TH                         ST,,34.0128,-118.2623
200308238,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,1800,3,Southwest,394,1,110,CRIMINAL HOMICIDE,0913 1402 1100 0430 0906 1270,37,M,B,418.0,,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,2700 W  VERNON                       AV,,34.0072,-118.3201
201318054,10/06/2020 12:00:00 AM,10/06/2020 12:00:00 AM,1845,13,Newton,1351,1,110,CRIMINAL HOMICIDE,0429 0400 1822 1402,58,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,110.0,998.0,,,300 W  VERNON                       AV,,34.0075,-118.2775
200321793,12/15/2020 12:00:00 AM,12/15/2020 12:00:00 AM,2114,3,Southwest,326,1,110,CRIMINAL HOMICIDE,1218 2004 0913 1402 0416,57,M,B,104.0,DRIVEWAY,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,,,,1700 W  ADAMS                        BL,,34.0327,-118.3008
201311640,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,1240,13,Newton,1307,1,110,CRIMINAL HOMICIDE,0906 1218 1402 0411 1822,55,M,B,101.0,STREET,218.0,OTHER CUTTING INSTRUMENT,IC,Invest Cont,110.0,998.0,,,7TH                          ST,GLADYS,34.0387,-118.2439
200411096,07/23/2020 12:00:00 AM,07/23/2020 12:00:00 AM,1920,4,Hollenbeck,409,1,110,CRIMINAL HOMICIDE,1402 1100 1822 0430,20,M,W,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,4200    LOWELL                       AV,,34.093,-118.1618
200514680,09/30/2020 12:00:00 AM,09/30/2020 12:00:00 AM,155,5,Harbor,528,1,110,CRIMINAL HOMICIDE,0906 0430 1822 1240 1310 0302 0334,18,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,1200    DRUMM                        AV,,33.7894,-118.2458
200407880,04/16/2020 12:00:00 AM,04/15/2020 12:00:00 AM,2259,4,Hollenbeck,466,1,110,CRIMINAL HOMICIDE,1402 1407 0946 1270 1809 1822 1100 0906 0430,45,M,H,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,2800 E  CESAR E CHAVEZ               AV,,34.0445,-118.2025
200410897,07/18/2020 12:00:00 AM,07/18/2020 12:00:00 AM,1212,4,Hollenbeck,479,1,110,CRIMINAL HOMICIDE,1816 0430 1402 1407 0906 1218 2004 1100 0913 1817,55,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,110.0,,,,3700    WHITTIER                     BL,,34.0244,-118.1934
202014285,09/04/2020 12:00:00 AM,09/04/2020 12:00:00 AM,2215,20,Olympic,2039,1,110,CRIMINAL HOMICIDE,0446 0416 0429 1206 2034 1402 0913 2004 1218,52,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,998.0,,,WESTMORELAND,LEEWARD,34.0587,-118.2891
200122693,12/23/2020 12:00:00 AM,08/18/2020 12:00:00 AM,615,1,Central,157,1,110,CRIMINAL HOMICIDE,0416 0417 1822,64,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,6TH,SAN PEDRO,34.0423,-118.2453
201517868,11/23/2020 12:00:00 AM,11/22/2020 12:00:00 AM,1805,15,N Hollywood,1525,1,110,CRIMINAL HOMICIDE,1403 1817 1414 1420 0216 1407 0913 1100 0430,23,M,B,244.0,TOBACCO SHOP,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,6400    LANKERSHIM                   BL,,34.1826,-118.3916
201814523,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,1950,18,Southeast,1861,1,110,CRIMINAL HOMICIDE,0913 1218 1402 1407 0430 1310 1100,24,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,500 W  117TH                        ST,,33.9274,-118.2833
201210973,04/15/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1813,12,77th Street,1235,1,110,CRIMINAL HOMICIDE,0913 0429 1402,40,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,998.0,,,1200 W  60TH                         ST,,33.9859,-118.2968
200114896,07/15/2020 12:00:00 AM,07/13/2020 12:00:00 AM,2130,1,Central,138,1,110,CRIMINAL HOMICIDE,0913 0411 1218 2004,72,M,B,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,110.0,,,,4TH                          ST,SAN PEDRO                    ST,34.0459,-118.243
200319037,10/18/2020 12:00:00 AM,10/18/2020 12:00:00 AM,23,3,Southwest,333,1,110,CRIMINAL HOMICIDE,0345 1402 1407 1822 1100 0430 0302,32,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110.0,,,,3600    CRENSHAW                     BL,,34.0239,-118.3351
202018219,12/10/2020 12:00:00 AM,12/09/2020 12:00:00 AM,2240,20,Olympic,2036,1,110,CRIMINAL HOMICIDE,0906 0430 1100 1822 1300 1402 1407,18,M,B,103.0,ALLEY,106.0,UNKNOWN FIREARM,JA,Juv Arrest,110.0,998.0,,,3000 W  8TH                          ST,,34.0598,-118.2935
201315120,08/07/2020 12:00:00 AM,08/07/2020 12:00:00 AM,235,13,Newton,1333,1,110,CRIMINAL HOMICIDE,0906 1100 0430 1822 1402,30,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,1000 E  28TH                         ST,,34.0168,-118.2558
201214923,06/19/2020 12:00:00 AM,06/19/2020 12:00:00 AM,2030,12,77th Street,1268,1,110,CRIMINAL HOMICIDE,0906 1822 1310 1100 0430 1309 1407,19,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,8300 S  SAN PEDRO                    ST,,33.964,-118.2739
200414383,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,1150,4,Hollenbeck,426,1,110,CRIMINAL HOMICIDE,1822 0430 1100,36,M,W,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,4800 E  HUNTINGTON                   DR,,34.0886,-118.1724
200511428,07/05/2020 12:00:00 AM,07/05/2020 12:00:00 AM,145,5,Harbor,519,1,110,CRIMINAL HOMICIDE,0430 0399 1822 1407 0906 1100 1310 1309 1402,19,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,1400    DRUMM                        AV,,33.7927,-118.2435
